类型,根函数名,函数名,非独占样本数,独占样本数,非独占样本数百分比,独占样本数百分比,
"Root","wxStringBase::Init","wxStringBase::Init",14,14,0.19,0.19,
"Caller","wxStringBase::Init","?InitWith@wxStringBase@@IAEXPBDII@Z",2,2,0.03,0.03,
"Caller","wxStringBase::Init","wxStringBase::wxStringBase",6,6,0.08,0.08,
"Caller","wxStringBase::Init","wxStringBase::wxStringBase",6,6,0.08,0.08,
"Root","wxStringBase::length","wxStringBase::length",127,67,1.72,0.91,
"Caller","wxStringBase::length","?append@wxStringBase@@QAEAAV1@ID@Z",7,3,0.09,0.04,
"Caller","wxStringBase::length","?begin@wxStringBase@@QAEPADXZ",22,10,0.30,0.14,
"Caller","wxStringBase::length","?compare@wxStringBase@@QBEHPBD@Z",7,4,0.09,0.05,
"Caller","wxStringBase::length","?end@wxStringBase@@QAEPADXZ",32,22,0.43,0.30,
"Caller","wxStringBase::length","?erase@wxStringBase@@QAEAAV1@II@Z",5,1,0.07,0.01,
"Caller","wxStringBase::length","?Shrink@wxString@@QAE_NXZ",1,1,0.01,0.01,
"Caller","wxStringBase::length","?Truncate@wxString@@QAEAAV1@I@Z",5,3,0.07,0.04,
"Caller","wxStringBase::length","wxString::Length",1,0,0.01,0.00,
"Caller","wxStringBase::length","wxStringBase::empty",47,23,0.64,0.31,
"Callee","wxStringBase::length","_RTC_CheckEsp",2,2,0.03,0.03,
"Callee","wxStringBase::length","wxStringBase::GetStringData",58,58,0.78,0.78,
"Root","wxStringBase::operator+=","wxStringBase::operator+=",3,1,0.04,0.01,
"Caller","wxStringBase::operator+=","wxString::operator+=",3,1,0.04,0.01,
"Callee","wxStringBase::operator+=","wxStringBase::append",2,0,0.03,0.00,
"Root","wxStringBase::operator+=","wxStringBase::operator+=",3,1,0.04,0.01,
"Caller","wxStringBase::operator+=","wxString::operator+=",3,1,0.04,0.01,
"Callee","wxStringBase::operator+=","?append@wxStringBase@@QAEAAV1@ID@Z",2,0,0.03,0.00,
"Root","wxStringBase::operator+=","wxStringBase::operator+=",1,0,0.01,0.00,
"Caller","wxStringBase::operator+=","wxString::operator+=",1,0,0.01,0.00,
"Callee","wxStringBase::operator+=","wxStringBase::append",1,0,0.01,0.00,
"Root","wxStringBase::reserve","wxStringBase::reserve",4,1,0.05,0.01,
"Caller","wxStringBase::reserve","?Alloc@wxString@@QAE_NI@Z",4,1,0.05,0.01,
"Callee","wxStringBase::reserve","?Alloc@wxStringBase@@IAE_NI@Z",3,1,0.04,0.01,
"Root","wxStringBase::wxStringBase","wxStringBase::wxStringBase",14,8,0.19,0.11,
"Caller","wxStringBase::wxStringBase","wxString::wxString",14,8,0.19,0.11,
"Callee","wxStringBase::wxStringBase","wxStringBase::Init",6,6,0.08,0.08,
"Root","wxStringBase::wxStringBase","wxStringBase::wxStringBase",6,4,0.08,0.05,
"Caller","wxStringBase::wxStringBase","wxString::wxString",6,4,0.08,0.05,
"Callee","wxStringBase::wxStringBase","?InitWith@wxStringBase@@IAEXPBDII@Z",2,1,0.03,0.01,
"Root","wxStringBase::wxStringBase","wxStringBase::wxStringBase",2,0,0.03,0.00,
"Caller","wxStringBase::wxStringBase","wxString::wxString",2,0,0.03,0.00,
"Callee","wxStringBase::wxStringBase","?InitWith@wxStringBase@@IAEXPBDII@Z",2,0,0.03,0.00,
"Root","wxStringBase::wxStringBase","wxStringBase::wxStringBase",253,27,3.42,0.37,
"Caller","wxStringBase::wxStringBase","wxString::wxString",253,27,3.42,0.37,
"Callee","wxStringBase::wxStringBase","@ILT+97435(?GetStringData@wxStringBase@@IBEPAUwxStringData@@XZ)",1,1,0.01,0.01,
"Callee","wxStringBase::wxStringBase","wxStringBase::empty",73,29,0.99,0.39,
"Callee","wxStringBase::wxStringBase","wxStringBase::GetStringData",64,64,0.87,0.87,
"Callee","wxStringBase::wxStringBase","wxStringBase::Init",6,6,0.08,0.08,
"Callee","wxStringBase::wxStringBase","wxStringData::IsValid",36,36,0.49,0.49,
"Callee","wxStringBase::wxStringBase","wxStringData::Lock",46,21,0.62,0.28,
"Root","wxStringBuffer::~wxStringBuffer","wxStringBuffer::~wxStringBuffer",1,0,0.01,0.00,
"Caller","wxStringBuffer::~wxStringBuffer","?PrintfV@wxString@@QAEHPBDPAD@Z",1,0,0.01,0.00,
"Callee","wxStringBuffer::~wxStringBuffer","?UngetWriteBuf@wxString@@QAEXXZ",1,0,0.01,0.00,
"Root","wxStringBuffer::wxStringBuffer","wxStringBuffer::wxStringBuffer",1,0,0.01,0.00,
"Caller","wxStringBuffer::wxStringBuffer","?PrintfV@wxString@@QAEHPBDPAD@Z",1,0,0.01,0.00,
"Callee","wxStringBuffer::wxStringBuffer","?GetWriteBuf@wxString@@QAEPADI@Z",1,0,0.01,0.00,
"Root","wxStringData::IsEmpty","wxStringData::IsEmpty",92,92,1.24,1.24,
"Caller","wxStringData::IsEmpty","??4wxStringBase@@QAEAAV0@ABV0@@Z",9,9,0.12,0.12,
"Caller","wxStringData::IsEmpty","wxStringData::Lock",34,34,0.46,0.46,
"Caller","wxStringData::IsEmpty","wxStringData::Unlock",49,49,0.66,0.66,
"Root","wxStringData::IsValid","wxStringData::IsValid",46,46,0.62,0.62,
"Caller","wxStringData::IsValid","??4wxStringBase@@QAEAAV0@ABV0@@Z",9,9,0.12,0.12,
"Caller","wxStringData::IsValid","??H@YA?AVwxString@@ABV0@PBD@Z",1,1,0.01,0.01,
"Caller","wxStringData::IsValid","wxStringBase::wxStringBase",36,36,0.49,0.49,
"Root","wxStringData::Lock","wxStringData::Lock",61,27,0.83,0.37,
"Caller","wxStringData::Lock","??4wxStringBase@@QAEAAV0@ABV0@@Z",15,6,0.20,0.08,
"Caller","wxStringData::Lock","wxStringBase::wxStringBase",46,21,0.62,0.28,
"Callee","wxStringData::Lock","wxStringData::IsEmpty",34,34,0.46,0.46,
"Root","wxStringData::Unlock","wxStringData::Unlock",213,57,2.88,0.77,
"Caller","wxStringData::Unlock","??4wxStringBase@@QAEAAV0@ABV0@@Z",17,9,0.23,0.12,
"Caller","wxStringData::Unlock","?AllocBeforeWrite@wxStringBase@@IAE_NI@Z",4,1,0.05,0.01,
"Caller","wxStringData::Unlock","?CopyBeforeWrite@wxStringBase@@IAE_NXZ",18,7,0.24,0.09,
